,name,year_start,year_end,position,height,weight,height_in_meters
1252,Dick Fitzgerald,1947,1948,F,6-2,175.0,1.8796000000000002
1253,Marcus Fizer,2001,2006,F,6-9,262.0,2.0574000000000003
1254,Jerry Fleishman,1947,1953,G,6-2,190.0,1.8796000000000002
1255,Al Fleming,1978,1978,F,6-7,215.0,2.0066
1256,Ed Fleming,1956,1960,G,6-3,189.0,1.9050000000000002
1257,Vern Fleming,1985,1996,G,6-5,185.0,1.9558000000000002
1258,Luis Flores,2005,2005,G,6-2,200.0,1.8796000000000002
1259,Bruce Flowers,1983,1983,F,6-8,225.0,2.032
1260,Sleepy Floyd,1983,1995,G,6-3,170.0,1.9050000000000002
1261,Jonny Flynn,2010,2012,G,6-0,185.0,1.8288000000000002
1262,Mike Flynn,1976,1978,G,6-2,180.0,1.8796000000000002
1263,Larry Fogle,1976,1976,G,6-5,205.0,1.9558000000000002
1264,Jack Foley,1963,1963,F,6-3,170.0,1.9050000000000002
1265,Isaac Fontaine,2002,2002,G,6-4,210.0,1.9304000000000001
1266,Levi Fontaine,1971,1971,G,6-4,190.0,1.9304000000000001
1267,Jeff Foote,2012,2012,C,7-0,265.0,2.1336
1268,Bryn Forbes,2017,2018,G,6-3,190.0,1.9050000000000002
1269,Gary Forbes,2011,2012,F,6-7,220.0,2.0066
1270,Alphonso Ford,1994,1995,G,6-1,190.0,1.8542000000000003
1271,Alton Ford,2002,2004,F,6-9,275.0,2.0574000000000003
1272,Bob Ford,1973,1973,F,6-7,228.0,2.0066
1273,Chris Ford,1973,1982,G,6-5,190.0,1.9558000000000002
1274,Don Ford,1976,1982,F,6-9,215.0,2.0574000000000003
1275,Jake Ford,1971,1972,G,6-3,180.0,1.9050000000000002
1276,Phil Ford,1979,1985,G,6-2,175.0,1.8796000000000002
1277,Sharrod Ford,2006,2006,F,6-9,225.0,2.0574000000000003
1278,Sherell Ford,1996,1996,F,6-7,210.0,2.0066
1279,T.J. Ford,2004,2012,G,6-0,165.0,1.8288000000000002
1280,Donnie Forman,1949,1949,G,5-10,175.0,1.778
1281,Bayard Forrest,1978,1979,C,6-10,235.0,2.0828
1282,Joseph Forte,2002,2003,G,6-4,194.0,1.9304000000000001
1283,Courtney Fortson,2012,2012,G,5-11,185.0,1.8034
1284,Danny Fortson,1998,2007,F,6-7,260.0,2.0066
1285,Fred Foster,1969,1977,F,6-5,210.0,1.9558000000000002
1286,Greg Foster,1991,2003,F,6-11,240.0,2.1082
1287,Jeff Foster,2000,2012,F,6-11,236.0,2.1082
1288,Jimmy Foster,1975,1976,G,6-1,175.0,1.8542000000000003
1289,Rod Foster,1984,1986,G,6-1,160.0,1.8542000000000003
1290,Antonis Fotsis,2002,2002,F,6-10,219.0,2.0828
1291,Evan Fournier,2013,2018,G,6-7,205.0,2.0066
1292,Larry Foust,1951,1962,C,6-9,215.0,2.0574000000000003
1293,Calvin Fowler,1970,1970,G,6-0,175.0,1.8288000000000002
1294,Jerry Fowler,1952,1952,C,6-8,230.0,2.032
1295,Tremaine Fowlkes,2002,2005,F,6-8,220.0,2.032
1296,De'Aaron Fox,2018,2018,G,6-3,170.0,1.9050000000000002
1297,Harold Fox,1973,1973,G,6-2,175.0,1.8796000000000002
1298,Jim Fox,1968,1977,C,6-10,230.0,2.0828
1299,Rick Fox,1992,2004,F,6-7,230.0,2.0066
1300,Randy Foye,2007,2017,G,6-4,213.0,1.9304000000000001
1301,Adonal Foyle,1998,2009,C,6-10,250.0,2.0828
1302,Richie Frahm,2004,2008,G,6-5,210.0,1.9558000000000002
1303,Steve Francis,2000,2008,G,6-3,195.0,1.9050000000000002
1304,Tellis Frank,1988,1994,F,6-10,225.0,2.0828
1305,Nat Frankel,1947,1947,F,6-0,195.0,1.8288000000000002
1306,Jamaal Franklin,2014,2015,G,6-5,191.0,1.9558000000000002
1307,William Franklin,1973,1976,F,6-7,220.0,2.0066
1308,Ronald Franz,1968,1973,F,6-7,205.0,2.0066
1309,Tim Frazier,2015,2018,G,6-1,170.0,1.8542000000000003
1310,Walt Frazier,1968,1980,G,6-4,200.0,1.9304000000000001
1311,Will Frazier,1966,1969,C,6-7,210.0,2.0066
1312,Anthony Frederick,1989,1992,F,6-7,205.0,2.0066
1313,Jimmer Fredette,2012,2016,G,6-2,195.0,1.8796000000000002
1314,World B. Free,1976,1988,G,6-2,185.0,1.8796000000000002
1315,Joel Freeland,2013,2015,F,6-10,250.0,2.0828
1316,Donnie Freeman,1968,1976,G,6-3,185.0,1.9050000000000002
1317,Gary Freeman,1971,1971,F,6-9,210.0,2.0574000000000003
1318,Rod Freeman,1974,1974,F,6-7,225.0,2.0066
1319,Matt Freije,2005,2007,F,6-10,240.0,2.0828
1320,Frido Frey,1947,1947,F,6-2,195.0,1.8796000000000002
1321,Larry Friend,1958,1958,G,6-4,185.0,1.9304000000000001
1322,Pat Frink,1969,1969,G,6-4,195.0,1.9304000000000001
1323,Jim Fritsche,1954,1955,F,6-8,210.0,2.032
1324,Channing Frye,2006,2018,C,6-11,255.0,2.1082
1325,Bernie Fryer,1974,1975,G,6-3,185.0,1.9050000000000002
1326,Frank Fucarino,1947,1947,F,6-2,175.0,1.8796000000000002
1327,Herm Fuetsch,1948,1948,G,6-0,170.0,1.8288000000000002
1328,Joe Fulks,1947,1954,F,6-5,190.0,1.9558000000000002
1329,Carl Fuller,1971,1972,C,6-9,225.0,2.0574000000000003
1330,Hiram Fuller,2004,2004,F,6-9,240.0,2.0574000000000003
1331,Todd Fuller,1997,2001,C,6-11,255.0,2.1082
1332,Tony Fuller,1981,1981,G,6-4,180.0,1.9304000000000001
1333,Markelle Fultz,2018,2018,G,6-4,195.0,1.9304000000000001
1334,Lawrence Funderburke,1998,2005,F,6-9,230.0,2.0574000000000003
1335,Terry Furlow,1977,1980,G,6-4,190.0,1.9304000000000001
1336,Bill Gabor,1950,1955,G,5-11,170.0,1.8034
1337,Dan Gadzuric,2003,2012,C,6-11,240.0,2.1082
1338,Deng Gai,2006,2006,F,6-9,250.0,2.0574000000000003
1339,Elmer Gainer,1948,1950,F,6-6,195.0,1.9812000000000003
1340,Bill Gaines,1969,1969,G,6-4,185.0,1.9304000000000001
1341,Corey Gaines,1989,1995,G,6-3,195.0,1.9050000000000002
1342,David Gaines,1968,1968,G,6-1,170.0,1.8542000000000003
1343,Reece Gaines,2004,2006,G,6-6,205.0,1.9812000000000003
1344,Sundiata Gaines,2010,2012,G,6-1,185.0,1.8542000000000003
1345,Mike Gale,1972,1982,G,6-4,185.0,1.9304000000000001
1346,Chad Gallagher,1994,1994,C,6-10,255.0,2.0828
1347,Harry Gallatin,1949,1958,F,6-6,210.0,1.9812000000000003
1348,Danilo Gallinari,2009,2018,F,6-10,225.0,2.0828
1349,Langston Galloway,2015,2018,G,6-2,200.0,1.8796000000000002
1350,Dave Gambee,1959,1970,F,6-6,215.0,1.9812000000000003
1351,Kevin Gamble,1988,1997,F,6-5,210.0,1.9558000000000002
1352,Bob Gantt,1947,1947,F,6-4,205.0,1.9304000000000001
1353,Jorge Garbajosa,2007,2008,F,6-9,245.0,2.0574000000000003
1354,Ruben Garces,2001,2001,F,6-9,245.0,2.0574000000000003
1355,Alex Garcia,2004,2005,G,6-3,220.0,1.9050000000000002
1356,Francisco Garcia,2006,2015,F,6-7,195.0,2.0066
1357,Chuck Gardner,1968,1968,F,6-8,205.0,2.032
1358,Earl Gardner,1949,1949,F,6-3,195.0,1.9050000000000002
1359,Kenneth Gardner,1976,1976,F,6-5,205.0,1.9558000000000002
1360,Thomas Gardner,2008,2009,G,6-5,225.0,1.9558000000000002
1361,Vern Gardner,1950,1952,F,6-5,200.0,1.9558000000000002
1362,Jack Garfinkel,1947,1949,G,6-0,190.0,1.8288000000000002
1363,Patricio Garino,2017,2017,G,6-6,210.0,1.9812000000000003
1364,Gary Garland,1980,1980,G,6-4,180.0,1.9304000000000001
1365,Winston Garland,1988,1995,G,6-2,170.0,1.8796000000000002
1366,Dick Garmaker,1956,1961,G,6-3,200.0,1.9050000000000002
1367,Bill Garner,1968,1968,C,6-10,220.0,2.0828
1368,Chris Garner,1998,2001,G,5-10,156.0,1.778
1369,Bill Garnett,1983,1986,F,6-9,225.0,2.0574000000000003
1370,Kevin Garnett,1996,2016,F,6-11,240.0,2.1082
1371,Marlon Garnett,1999,1999,G,6-2,186.0,1.8796000000000002
1372,Calvin Garrett,1981,1984,F,6-7,190.0,2.0066
1373,Dean Garrett,1997,2002,C,6-10,225.0,2.0828
1374,Diante Garrett,2013,2014,G,6-4,190.0,1.9304000000000001
1375,Dick Garrett,1970,1974,G,6-3,185.0,1.9050000000000002
1376,Rowland Garrett,1973,1977,F,6-6,210.0,1.9812000000000003
1377,Tom Garrick,1989,1992,G,6-2,185.0,1.8796000000000002
1378,John Garris,1984,1984,F,6-8,205.0,2.032
1379,Kiwane Garris,1998,2000,G,6-2,183.0,1.8796000000000002
1380,Pat Garrity,1999,2008,F,6-9,238.0,2.0574000000000003
1381,Jim Garvin,1974,1974,F,6-7,200.0,2.0066
1382,Marc Gasol,2009,2018,C,7-1,255.0,2.159
1383,Pau Gasol,2002,2018,F,7-0,250.0,2.1336
1384,Frank Gates,1950,1950,G,6-0,160.0,1.8288000000000002
1385,Chris Gatling,1992,2002,F,6-10,220.0,2.0828
1386,Kenny Gattison,1987,1996,F,6-8,225.0,2.032
1387,Rudy Gay,2007,2018,F,6-8,230.0,2.032
1388,Ed Gayda,1951,1951,G,6-4,210.0,1.9304000000000001
1389,Andrew Gaze,1994,1999,G,6-7,205.0,2.0066
1390,Michael Gbinije,2017,2017,G,6-7,200.0,2.0066
1391,Reggie Geary,1997,1998,G,6-2,187.0,1.8796000000000002
1392,Alonzo Gee,2010,2017,G,6-6,225.0,1.9812000000000003
1393,Matt Geiger,1993,2002,C,7-0,243.0,2.1336
1394,Mickael Gelabale,2007,2013,F,6-7,215.0,2.0066
1395,Devean George,2000,2010,G,6-8,220.0,2.032
1396,Jack George,1954,1961,G,6-2,190.0,1.8796000000000002
1397,Paul George,2011,2018,F,6-9,220.0,2.0574000000000003
1398,Tate George,1991,1995,G,6-5,190.0,1.9558000000000002
1399,Marcus Georges-Hunt,2017,2018,G,6-5,216.0,1.9558000000000002
1400,Gus Gerard,1975,1981,F,6-8,200.0,2.032
1401,Derrick Gervin,1990,1991,F,6-8,200.0,2.032
1402,George Gervin,1973,1986,G,6-7,180.0,2.0066
1403,Gorham Getchell,1947,1947,C,6-4,205.0,1.9304000000000001
1404,John Gianelli,1973,1980,C,6-10,220.0,2.0828
1405,Dick Gibbs,1972,1976,F,6-5,210.0,1.9558000000000002
1406,Daniel Gibson,2007,2013,G,6-2,190.0,1.8796000000000002
1407,Dee Gibson,1950,1950,F,5-11,175.0,1.8034
1408,Hoot Gibson,1950,1950,F,6-5,198.0,1.9558000000000002
1409,Jonathan Gibson,2017,2017,G,6-2,185.0,1.8796000000000002
1410,Mel Gibson,1964,1964,G,6-3,180.0,1.9050000000000002
1411,Mike Gibson,1984,1986,F,6-10,205.0,2.0828
1412,Taj Gibson,2010,2018,F,6-9,225.0,2.0574000000000003
1413,J.R. Giddens,2009,2010,G,6-5,215.0,1.9558000000000002
1414,Trey Gilder,2010,2010,F,6-9,185.0,2.0574000000000003
1415,Eddie Gill,2001,2009,G,6-0,190.0,1.8288000000000002
1416,Kendall Gill,1991,2005,G,6-5,195.0,1.9558000000000002
1417,Ben Gillery,1989,1989,C,7-0,235.0,2.1336
1418,Jack Gillespie,1970,1970,F,6-6,215.0,1.9812000000000003
1419,Gene Gillette,1947,1947,F,6-2,205.0,1.8796000000000002
1420,Armen Gilliam,1988,2000,F,6-9,230.0,2.0574000000000003
1421,Herm Gilliam,1970,1977,G,6-3,190.0,1.9050000000000002
1422,Artis Gilmore,1972,1988,C,7-2,240.0,2.1844
1423,Walt Gilmore,1971,1971,F,6-6,225.0,1.9812000000000003
1424,Chuck Gilmur,1947,1951,F,6-4,225.0,1.9304000000000001
1425,Manu Ginobili,2003,2018,G,6-6,205.0,1.9812000000000003
1426,Gordan Giricek,2003,2008,G,6-6,210.0,1.9812000000000003
1427,Jack Givens,1979,1980,F,6-5,205.0,1.9558000000000002
1428,Mickell Gladness,2012,2012,C,6-11,220.0,2.1082
1429,George Glamack,1949,1949,C,6-6,225.0,1.9812000000000003
1430,Gerald Glass,1991,1996,G,6-5,221.0,1.9558000000000002
1431,Mike Glenn,1978,1987,G,6-2,175.0,1.8796000000000002
1432,Normie Glick,1950,1950,F,6-7,190.0,2.0066
1433,Georgi Glouchkov,1986,1986,F,6-8,235.0,2.032
1434,Clarence Glover,1972,1972,F,6-8,210.0,2.032
1435,Dion Glover,2000,2005,G,6-5,228.0,1.9558000000000002
1436,Andreas Glyniadakis,2007,2007,C,7-1,280.0,2.159
1437,Mike Gminski,1981,1994,C,6-11,250.0,2.1082
1438,Rudy Gobert,2014,2018,C,7-1,245.0,2.159
1439,Dan Godfread,1991,1992,C,6-10,250.0,2.0828
1440,Tom Gola,1956,1966,G,6-6,205.0,1.9812000000000003
1441,Ben Goldfaden,1947,1947,F,6-1,185.0,1.8542000000000003
1442,Anthony Goldwire,1996,2006,G,6-1,182.0,1.8542000000000003
1443,Ryan Gomes,2006,2014,F,6-7,250.0,2.0066
1444,Glen Gondrezick,1978,1983,F,6-6,218.0,1.9812000000000003
1445,Grant Gondrezick,1987,1989,G,6-5,205.0,1.9558000000000002
1446,Drew Gooden,2003,2016,F,6-10,250.0,2.0828
1447,Gail Goodrich,1966,1979,G,6-1,170.0,1.8542000000000003
1448,Steve Goodrich,2001,2002,F,6-10,220.0,2.0828
1449,Archie Goodwin,2014,2017,G,6-5,200.0,1.9558000000000002
1450,Pop Goodwin,1947,1948,F,6-2,203.0,1.8796000000000002
1451,Aaron Gordon,2015,2018,F,6-9,220.0,2.0574000000000003
1452,Ben Gordon,2005,2015,G,6-3,200.0,1.9050000000000002
1453,Drew Gordon,2015,2015,F,6-9,245.0,2.0574000000000003
1454,Eric Gordon,2009,2018,G,6-4,215.0,1.9304000000000001
1455,Lancaster Gordon,1985,1988,G,6-3,185.0,1.9050000000000002
1456,Paul Gordon,1950,1950,F,6-3,185.0,1.9050000000000002
1457,Marcin Gortat,2008,2018,C,6-11,240.0,2.1082
1458,Leo Gottlieb,1947,1948,G,5-11,180.0,1.8034
1459,Andrew Goudelock,2012,2016,G,6-3,200.0,1.9050000000000002
1460,Gerald Govan,1968,1976,F,6-10,220.0,2.0828
1461,Bato Govedarica,1954,1954,G,5-11,185.0,1.8034
1462,Joe Graboski,1949,1962,F,6-7,195.0,2.0066
1463,Ricky Grace,1994,1994,G,6-1,180.0,1.8542000000000003
1464,Calvin Graham,1968,1968,G,6-2,195.0,1.8796000000000002
1465,Greg Graham,1994,1998,G,6-4,174.0,1.9304000000000001
1466,Joey Graham,2006,2011,F,6-7,225.0,2.0066
1467,Mal Graham,1968,1969,G,6-1,185.0,1.8542000000000003
1468,Orlando Graham,1989,1989,F,6-8,220.0,2.032
1469,Paul Graham,1992,1994,F,6-6,200.0,1.9812000000000003
1470,Stephen Graham,2006,2011,G,6-6,215.0,1.9812000000000003
1471,Treveon Graham,2017,2018,G,6-6,220.0,1.9812000000000003
1472,Jim Grandholm,1991,1991,F,7-0,235.0,2.1336
1473,Ron Grandison,1989,1996,F,6-6,215.0,1.9812000000000003
1474,Danny Granger,2006,2015,F,6-9,222.0,2.0574000000000003
1475,Stewart Granger,1984,1987,G,6-3,190.0,1.9050000000000002
1476,Brian Grant,1995,2006,F,6-9,254.0,2.0574000000000003
1477,Bud Grant,1950,1951,F,6-3,195.0,1.9050000000000002
1478,Gary Grant,1989,2001,G,6-3,185.0,1.9050000000000002
1479,Greg Grant,1990,1996,G,5-7,140.0,1.7018
1480,Harvey Grant,1989,1999,F,6-8,195.0,2.032
1481,Horace Grant,1988,2004,F,6-10,215.0,2.0828
1482,Jerami Grant,2015,2018,F,6-8,210.0,2.032
1483,Jerian Grant,2016,2018,G,6-4,195.0,1.9304000000000001
1484,Josh Grant,1994,1994,F,6-9,223.0,2.0574000000000003
1485,Paul Grant,1999,2004,C,7-0,245.0,2.1336
1486,Travis Grant,1973,1976,F,6-7,215.0,2.0066
1487,Don Grate,1950,1950,F,6-2,185.0,1.8796000000000002
1488,Butch Graves,1985,1985,G,6-3,200.0,1.9050000000000002
1489,Aaron Gray,2008,2014,C,7-0,270.0,2.1336
1490,Devin Gray,1997,2000,F,6-7,240.0,2.0066
1491,Ed Gray,1998,1999,G,6-3,210.0,1.9050000000000002
1492,Evric Gray,1997,1997,F,6-7,235.0,2.0066
1493,Gary Gray,1968,1968,G,6-1,185.0,1.8542000000000003
1494,Leonard Gray,1975,1977,F,6-8,240.0,2.032
1495,Stuart Gray,1985,1991,C,7-0,235.0,2.1336
1496,Sylvester Gray,1989,1989,F,6-6,230.0,1.9812000000000003
1497,Wyndol Gray,1947,1948,G,6-1,175.0,1.8542000000000003
1498,Jeff Grayer,1989,1998,F,6-5,200.0,1.9558000000000002
1499,Bob Greacen,1970,1972,F,6-7,206.0,2.0066
1500,A.C. Green,1986,2001,F,6-9,220.0,2.0574000000000003
1501,Danny Green,2010,2018,G,6-6,215.0,1.9812000000000003
1502,Devin Green,2006,2006,G,6-7,210.0,2.0066
1503,Draymond Green,2013,2018,F,6-7,230.0,2.0066
1504,Erick Green,2015,2016,G,6-4,185.0,1.9304000000000001
1505,Gerald Green,2006,2017,G,6-7,205.0,2.0066
1506,JaMychal Green,2015,2018,F,6-9,227.0,2.0574000000000003
1507,Jeff Green,2008,2018,F,6-9,235.0,2.0574000000000003
1508,Johnny Green,1960,1973,F,6-5,200.0,1.9558000000000002
1509,Ken Green,1986,1986,F,6-8,215.0,2.032
1510,Kenny Green,1986,1987,F,6-6,210.0,1.9812000000000003
1511,Lamar Green,1970,1975,F,6-7,210.0,2.0066
1512,Litterial Green,1993,1999,G,6-1,185.0,1.8542000000000003
1513,Luther Green,1970,1973,F,6-7,190.0,2.0066
1514,Mike Green,1974,1980,C,6-10,200.0,2.0828
1515,Rickey Green,1978,1992,G,6-0,170.0,1.8288000000000002
1516,Sean Green,1992,1994,G,6-5,210.0,1.9558000000000002
1517,Si Green,1957,1966,G,6-2,185.0,1.8796000000000002
1518,Sidney Green,1984,1993,F,6-9,220.0,2.0574000000000003
1519,Steve Green,1976,1979,F,6-7,220.0,2.0066
1520,Taurean Green,2008,2008,G,6-0,177.0,1.8288000000000002
1521,Tommie Green,1979,1979,G,6-2,185.0,1.8796000000000002
1522,Willie Green,2004,2015,G,6-4,200.0,1.9304000000000001
1523,Donte Greene,2009,2012,F,6-11,226.0,2.1082
1524,Orien Greene,2006,2011,G,6-4,208.0,1.9304000000000001
1525,Jerry Greenspan,1964,1965,F,6-5,195.0,1.9558000000000002
1526,Dave Greenwood,1980,1991,F,6-9,222.0,2.0574000000000003
1527,Hal Greer,1959,1973,G,6-2,175.0,1.8796000000000002
1528,Lynn Greer,2007,2007,G,6-2,175.0,1.8796000000000002
1529,Gary Gregor,1969,1974,F,6-7,225.0,2.0066
1530,Claude Gregory,1986,1988,F,6-8,205.0,2.032
1531,John Greig,1983,1983,F,6-7,215.0,2.0066
1532,Norm Grekin,1954,1954,F,6-5,180.0,1.9558000000000002
1533,Kevin Grevey,1976,1985,G,6-5,210.0,1.9558000000000002
1534,Dennis Grey,1969,1970,C,6-8,215.0,2.032
1535,Adrian Griffin,2000,2008,G,6-5,217.0,1.9558000000000002
1536,Blake Griffin,2011,2018,F,6-10,251.0,2.0828
1537,Eddie Griffin,2002,2007,F,6-10,220.0,2.0828
1538,Greg Griffin,1978,1978,F,6-7,190.0,2.0066
1539,Paul Griffin,1977,1983,F,6-9,205.0,2.0574000000000003
1540,Taylor Griffin,2010,2010,F,6-7,238.0,2.0066
1541,Darrell Griffith,1981,1991,G,6-4,190.0,1.9304000000000001
1542,Chuck Grigsby,1955,1955,G,6-5,190.0,1.9558000000000002
1543,Derek Grimm,1998,1998,F,6-9,230.0,2.0574000000000003
1544,Woody Grimshaw,1947,1947,G,6-1,185.0,1.8542000000000003
1545,Dick Groat,1953,1953,G,5-11,180.0,1.8034
1546,Bob Gross,1976,1983,F,6-6,200.0,1.9812000000000003
1547,Mike Grosso,1972,1972,C,6-9,230.0,2.0574000000000003
1548,Jerry Grote,1965,1965,G,6-4,215.0,1.9304000000000001
1549,Alex Groza,1950,1951,C,6-7,218.0,2.0066
1550,Dick Grubar,1970,1970,G,6-4,184.0,1.9304000000000001
1551,Anthony Grundy,2006,2006,G,6-3,180.0,1.9050000000000002
1552,Ernie Grunfeld,1978,1986,G,6-6,210.0,1.9812000000000003
1553,Gene Guarilia,1960,1963,F,6-5,220.0,1.9558000000000002
1554,Petur Gudmundsson,1982,1989,C,7-2,260.0,2.1844
1555,Richie Guerin,1957,1970,G,6-4,195.0,1.9304000000000001
1556,Tom Gugliotta,1993,2005,F,6-10,240.0,2.0828
1557,Andres Guibert,1994,1995,F,6-10,225.0,2.0828
1558,Jay Guidinger,1993,1994,C,6-10,255.0,2.0828
1559,Coulby Gunther,1947,1949,F,6-4,190.0,1.9304000000000001
1560,Dave Gunther,1963,1963,F,6-7,190.0,2.0066
1561,Al Guokas,1950,1950,F,6-5,200.0,1.9558000000000002
1562,Matt Guokas,1947,1947,F,6-3,195.0,1.9050000000000002
1563,Matt Guokas,1967,1976,G,6-5,175.0,1.9558000000000002
1564,Jorge Gutierrez,2014,2016,G,6-3,191.0,1.9050000000000002
1565,A.J. Guyton,2001,2003,G,6-1,180.0,1.8542000000000003
1566,Rudy Hackett,1976,1977,F,6-9,210.0,2.0574000000000003
1567,Hamed Haddadi,2009,2013,C,7-2,254.0,2.1844
1568,Jim Hadnot,1968,1968,C,6-10,235.0,2.0828
1569,Scott Haffner,1990,1991,G,6-3,180.0,1.9050000000000002
1570,Cliff Hagan,1957,1970,F,6-4,210.0,1.9304000000000001
1571,Glenn Hagan,1982,1982,G,6-0,170.0,1.8288000000000002
1572,Tom Hagan,1970,1971,G,6-3,185.0,1.9050000000000002
1573,Robert Hahn,1950,1950,C,6-10,240.0,2.0828
1574,Al Hairston,1969,1970,G,6-1,170.0,1.8542000000000003
1575,Happy Hairston,1965,1975,F,6-7,225.0,2.0066
1576,Lindsay Hairston,1976,1976,F,6-7,180.0,2.0066
1577,Malik Hairston,2009,2010,G,6-6,220.0,1.9812000000000003
1578,P.J. Hairston,2015,2016,G,6-6,230.0,1.9812000000000003
1579,Marcus Haislip,2003,2010,F,6-10,230.0,2.0828
1580,Chick Halbert,1947,1951,C,6-9,225.0,2.0574000000000003
1581,Swede Halbrook,1961,1962,C,7-3,235.0,2.2098
1582,Bruce Hale,1949,1951,G,6-1,170.0,1.8542000000000003
1583,Hal Hale,1968,1968,G,6-1,180.0,1.8542000000000003
1584,Jack Haley,1989,1998,C,6-10,240.0,2.0828
1585,Shaler Halimon,1969,1973,G,6-5,199.0,1.9558000000000002
1586,Mike Hall,2007,2007,F,6-8,230.0,2.032
1587,Jeff Halliburton,1972,1973,G,6-5,193.0,1.9558000000000002
1588,Darvin Ham,1997,2005,F,6-7,220.0,2.0066
1589,Steve Hamer,1997,1997,C,7-0,245.0,2.1336
1590,Dale Hamilton,1950,1950,G,6-0,180.0,1.8288000000000002
1591,Daniel Hamilton,2018,2018,G,6-7,195.0,2.0066
1592,Dennis Hamilton,1968,1971,F,6-8,210.0,2.032
1593,Joe Hamilton,1971,1976,G,5-10,160.0,1.778
1594,Jordan Hamilton,2012,2016,G,6-7,220.0,2.0066
1595,Justin Hamilton,2014,2017,C,7-0,260.0,2.1336
1596,Ralph Hamilton,1949,1949,G,6-1,188.0,1.8542000000000003
1597,Richard Hamilton,2000,2013,G,6-6,185.0,1.9812000000000003
1598,Roy Hamilton,1980,1981,G,6-2,180.0,1.8796000000000002
1599,Steve Hamilton,1959,1960,F,6-6,190.0,1.9812000000000003
1600,Tang Hamilton,2002,2002,F,6-8,220.0,2.032
1601,Thomas Hamilton,1996,2000,C,7-2,330.0,2.1844
1602,Zendon Hamilton,2001,2006,C,6-11,250.0,2.1082
1603,Geert Hammink,1994,1996,C,7-0,262.0,2.1336
1604,Julian Hammond,1968,1972,F,6-5,205.0,1.9558000000000002
1605,Tom Hammonds,1990,2001,F,6-9,215.0,2.0574000000000003
1606,A.J. Hammons,2017,2017,C,7-0,260.0,2.1336
1607,Joe Hamood,1968,1968,G,6-0,180.0,1.8288000000000002
1608,Darrin Hancock,1995,1997,G,6-7,205.0,2.0066
1609,Ben Handlogten,2004,2005,C,6-10,240.0,2.0828
1610,Cecil Hankins,1947,1948,G,6-1,175.0,1.8542000000000003
1611,Phil Hankinson,1974,1975,F,6-8,195.0,2.032
1612,Alex Hannum,1950,1957,F,6-7,210.0,2.0066
1613,Don Hanrahan,1953,1953,F,6-7,200.0,2.0066
1614,Rollen Hans,1954,1955,G,6-2,210.0,1.8796000000000002
1615,Ben Hansbrough,2013,2013,G,6-3,203.0,1.9050000000000002
1616,Tyler Hansbrough,2010,2016,F,6-9,250.0,2.0574000000000003
1617,Bob Hansen,1984,1992,G,6-6,190.0,1.9812000000000003
1618,Glenn Hansen,1976,1978,G,6-4,205.0,1.9304000000000001
1619,Lars Hansen,1979,1979,C,6-10,225.0,2.0828
1620,Travis Hansen,2004,2004,G,6-6,205.0,1.9812000000000003
1621,Reggie Hanson,1998,1998,F,6-8,195.0,2.032
1622,Bill Hanzlik,1981,1990,G,6-7,185.0,2.0066
1623,Luke Harangody,2011,2012,F,6-8,246.0,2.032
1624,Anfernee Hardaway,1994,2008,G,6-7,195.0,2.0066
1625,Tim Hardaway,1990,2003,G,6-0,175.0,1.8288000000000002
1626,Tim Hardaway,2014,2018,G,6-6,205.0,1.9812000000000003
1627,James Harden,2010,2018,G,6-5,220.0,1.9558000000000002
1628,Reggie Harding,1964,1968,C,7-0,249.0,2.1336
1629,Charlie Hardnett,1963,1965,F,6-8,225.0,2.032
1630,Alan Hardy,1981,1982,F,6-7,195.0,2.0066
1631,Darrell Hardy,1968,1968,F,6-7,220.0,2.0066
1632,James Hardy,1979,1982,F,6-8,220.0,2.032
1633,Ira Harge,1968,1973,C,6-9,225.0,2.0574000000000003
1634,John Hargis,1950,1951,G,6-2,180.0,1.8796000000000002
1635,Maurice Harkless,2013,2018,F,6-9,215.0,2.0574000000000003
1636,Jerry Harkness,1964,1969,G,6-2,175.0,1.8796000000000002
1637,Skip Harlicka,1969,1969,G,6-1,185.0,1.8542000000000003
1638,Jerome Harmon,1995,1995,G,6-4,190.0,1.9304000000000001
1639,Derek Harper,1984,1999,G,6-4,185.0,1.9304000000000001
1640,Justin Harper,2012,2017,F,6-10,225.0,2.0828
1641,Mike Harper,1981,1982,C,6-10,195.0,2.0828
1642,Ron Harper,1987,2001,G,6-6,185.0,1.9812000000000003
1643,Matt Harpring,1999,2009,F,6-7,231.0,2.0066
1644,Montrezl Harrell,2016,2018,F,6-8,240.0,2.032
1645,Josh Harrellson,2012,2014,C,6-10,275.0,2.0828
1646,Adam Harrington,2003,2003,G,6-5,200.0,1.9558000000000002
1647,Al Harrington,1999,2014,F,6-9,230.0,2.0574000000000003
1648,Junior Harrington,2003,2007,G,6-4,180.0,1.9304000000000001
1649,Othella Harrington,1997,2008,F,6-9,235.0,2.0574000000000003
1650,Art Harris,1969,1972,G,6-4,185.0,1.9304000000000001
1651,Bernie Harris,1975,1975,F,6-10,200.0,2.0828
1652,Billy Harris,1975,1975,G,6-2,185.0,1.8796000000000002
1653,Bob Harris,1950,1954,F,6-7,195.0,2.0066
1654,Chris Harris,1956,1956,G,6-3,190.0,1.9050000000000002
1655,Devin Harris,2005,2018,G,6-3,192.0,1.9050000000000002
